 ,Image,Region,Area-B,Area-G,Mean-B,Mean-G,IntDen-B,IntDen-G
1225,09-DAPI-9-40x-402ms.tif,NBL,0.0583,0.0583,104.4246,0.797,6.0846,0.0464
1226,09-DAPI-9-40x-402ms.tif,NBL,0.0847,0.0847,110.484,1.3636,9.3628,0.1156
1227,09-DAPI-9-40x-402ms.tif,NBL,0.0033,0.0033,128.4667,1.9667,0.4182,0.0064
1228,09-DAPI-9-40x-402ms.tif,NBL,0.0731,0.0731,87.6395,2.1484,6.4094,0.1571
1229,09-DAPI-9-40x-402ms.tif,NBL,0.0551,0.0551,66.502,1.0531,3.6657,0.0581
1230,09-DAPI-9-40x-402ms.tif,NBL,0.1044,0.1044,105.2682,1.896,10.9883,0.1979
1231,09-DAPI-9-40x-402ms.tif,NBL,0.0232,0.0232,84.8551,3.243,1.9704,0.0753
1232,09-DAPI-9-40x-402ms.tif,NBL,0.031,0.031,125.3462,3.1259,3.8899,0.097
1233,09-DAPI-9-40x-402ms.tif,NBL,0.0264,0.0264,120.8683,1.3745,3.187,0.0362
1234,09-DAPI-9-40x-402ms.tif,NBL,0.0448,0.0448,102.4116,1.0751,4.5894,0.0482
1235,09-DAPI-9-40x-402ms.tif,NBL,0.0512,0.0512,128.0403,2.2606,6.5576,0.1158
1236,09-DAPI-9-40x-402ms.tif,NBL,0.0101,0.0101,123.9247,2.8495,1.2505,0.0288
1237,09-DAPI-9-40x-402ms.tif,NBL,0.0276,0.0276,135.6063,2.3976,3.7374,0.0661
1238,09-DAPI-9-40x-402ms.tif,NBL,0.0102,0.0102,110.3085,0.9362,1.1251,0.0095
1239,09-DAPI-9-40x-402ms.tif,NBL,0.028,0.028,74.2209,1.2442,2.0778,0.0348
1240,09-DAPI-9-40x-402ms.tif,NBL,0.0718,0.0718,113.3671,1.8474,8.1433,0.1327
1241,09-DAPI-9-40x-402ms.tif,NBL,0.024,0.024,112.7014,1.2624,2.7026,0.0303
1242,09-DAPI-9-40x-402ms.tif,NBL,0.0625,0.0625,126.3698,1.4896,7.8981,0.0931
1243,09-DAPI-9-40x-402ms.tif,NBL,0.0396,0.0396,99.2247,1.189,3.9298,0.0471
1244,09-DAPI-9-40x-402ms.tif,NBL,0.0605,0.0605,110.957,1.595,6.7181,0.0966
1245,09-DAPI-9-40x-402ms.tif,NBL,0.0422,0.0422,79.6401,1.2545,3.3615,0.053
1246,09-DAPI-9-40x-402ms.tif,NBL,0.0123,0.0123,139.4779,4.0796,1.7102,0.05
1247,09-DAPI-9-40x-402ms.tif,NBL,0.0598,0.0598,103.323,1.9837,6.1774,0.1186
1248,09-DAPI-9-40x-402ms.tif,NBL,0.0328,0.0328,79.8146,1.5397,2.6155,0.0505
1249,09-DAPI-9-40x-402ms.tif,NBL,0.0289,0.0289,86.8271,1.1917,2.5061,0.0344
1250,09-DAPI-9-40x-402ms.tif,NBL,0.1094,0.1094,62.247,0.5972,6.8083,0.0653
1251,09-DAPI-9-40x-402ms.tif,NBL,0.0247,0.0247,73.6272,0.9649,1.8215,0.0239
1252,09-DAPI-9-40x-402ms.tif,NBL,0.0458,0.0458,72.3697,0.519,3.3138,0.0238
1253,09-DAPI-9-40x-402ms.tif,NBL,0.0781,0.0781,48.8056,0.3069,3.8129,0.024
1254,09-DAPI-9-40x-402ms.tif,NBL,0.0345,0.0345,133.9465,2.1761,4.6219,0.0751
1255,09-DAPI-9-40x-402ms.tif,NBL,0.0509,0.0509,128.2964,1.4179,6.529,0.0722
1256,09-DAPI-9-40x-402ms.tif,NBL,0.0161,0.0161,111.8243,0.7365,1.7958,0.0118
1257,09-DAPI-9-40x-402ms.tif,NBL,0.0829,0.0829,77.2736,0.4398,6.4059,0.0365
1258,09-DAPI-9-40x-402ms.tif,NBL,0.0101,0.0101,120.7527,0.9032,1.2185,0.0091
1259,09-DAPI-9-40x-402ms.tif,NBL,0.0107,0.0107,96.1616,0.798,1.033,0.0086
1260,09-DAPI-9-40x-402ms.tif,NBL,0.0445,0.0445,113.1488,0.7488,5.0337,0.0333
1261,09-DAPI-9-40x-402ms.tif,NBL,0.0546,0.0546,87.6143,0.5169,4.7819,0.0282
1262,09-DAPI-9-40x-402ms.tif,NBL,0.0649,0.0649,109.6271,0.51,7.1134,0.0331
1263,09-DAPI-9-40x-402ms.tif,NBL,0.0322,0.0322,80.4815,0.037,2.5936,0.0012
1264,09-DAPI-9-40x-402ms.tif,NBL,0.0216,0.0216,90.9045,1.2714,1.9629,0.0275
1265,09-DAPI-9-40x-402ms.tif,NBL,0.0301,0.0301,28.1083,9.2744,0.8448,0.2788
1266,09-DAPI-9-40x-402ms.tif,NBL,0.0208,0.0208,97.026,0.651,2.0214,0.0136
1267,09-DAPI-9-40x-402ms.tif,NBL,0.0582,0.0582,65.6231,0.4795,3.8166,0.0279
1268,09-DAPI-9-40x-402ms.tif,NBL,0.1122,0.1122,84.7718,0.5542,9.5111,0.0622
1269,09-DAPI-9-40x-402ms.tif,NBL,0.0561,0.0561,105.3056,0.6441,5.9074,0.0361
1270,09-DAPI-9-40x-402ms.tif,NBL,0.0494,0.0494,108.5495,0.7231,5.3592,0.0357
1271,09-DAPI-9-40x-402ms.tif,NBL,0.0071,0.0071,128.0462,1.1231,0.9031,0.0079
1272,10-DAPI-9-40x-402ms.tif,NBL,0.0617,0.0617,116.0281,1.0791,7.1636,0.0666
1273,10-DAPI-9-40x-402ms.tif,NBL,0.0583,0.0583,85.2179,0.8045,4.9655,0.0469
1274,10-DAPI-9-40x-402ms.tif,NBL,0.0608,0.0608,115.8143,0.8607,7.0373,0.0523
1275,10-DAPI-9-40x-402ms.tif,NBL,0.0587,0.0587,126.9501,1.7394,7.4523,0.1021
