 ,Image,Region,Area-B,Area-G,Mean-B,Mean-G,IntDen-B,IntDen-G
515,09-DAPI-9-40x-402ms.tif,BL,0.0242,0.0242,88.6054,0.6502,2.144,0.0157
516,09-DAPI-9-40x-402ms.tif,BL,0.0672,0.0672,129.1002,1.2262,8.6711,0.0824
517,09-DAPI-9-40x-402ms.tif,BL,0.024,0.024,124.1403,0.8235,2.9769,0.0197
518,09-DAPI-9-40x-402ms.tif,BL,0.0432,0.0432,98.4497,0.6859,4.2516,0.0296
519,09-DAPI-9-40x-402ms.tif,BL,0.0658,0.0658,107.6848,0.7937,7.0808,0.0522
520,09-DAPI-9-40x-402ms.tif,BL,0.0309,0.0309,126.0982,0.9719,3.8995,0.0301
521,09-DAPI-9-40x-402ms.tif,BL,0.0106,0.0106,92.602,0.6327,0.9847,0.0067
522,09-DAPI-9-40x-402ms.tif,BL,0.0094,0.0094,107.4828,0.7126,1.0146,0.0067
523,09-DAPI-9-40x-402ms.tif,BL,0.0379,0.0379,127.1719,1.0401,4.8159,0.0394
524,09-DAPI-9-40x-402ms.tif,BL,0.0329,0.0329,119.6667,0.7723,3.9344,0.0254
525,09-DAPI-9-40x-402ms.tif,BL,0.0372,0.0372,123.7872,1.0233,4.6071,0.0381
526,09-DAPI-9-40x-402ms.tif,BL,0.0035,0.0035,109.5625,0.8125,0.3804,0.0028
527,09-DAPI-9-40x-402ms.tif,BL,0.0296,0.0296,128.967,1.2381,3.8203,0.0367
528,09-DAPI-9-40x-402ms.tif,BL,0.0243,0.0243,135.9375,1.6696,3.304,0.0406
529,09-DAPI-9-40x-402ms.tif,BL,0.0131,0.0131,114.7438,1.0579,1.5065,0.0139
530,09-DAPI-9-40x-402ms.tif,BL,0.009,0.009,125.1325,0.8072,1.127,0.0073
531,09-DAPI-9-40x-402ms.tif,BL,0.0199,0.0199,124.7814,0.7322,2.4778,0.0145
532,09-DAPI-9-40x-402ms.tif,BL,0.0279,0.0279,133.9455,1.3696,3.7352,0.0382
533,09-DAPI-9-40x-402ms.tif,BL,0.0164,0.0164,127.1325,1.1921,2.083,0.0195
534,09-DAPI-9-40x-402ms.tif,BL,0.0328,0.0328,120.4305,0.7748,3.9464,0.0254
535,09-DAPI-9-40x-402ms.tif,BL,0.0174,0.0174,123.3063,0.7625,2.1407,0.0132
536,09-DAPI-9-40x-402ms.tif,BL,0.0038,0.0038,120.6,0.7143,0.458,0.0027
537,09-DAPI-9-40x-402ms.tif,BL,0.0142,0.0142,132.7405,1.1908,1.8868,0.0169
538,09-DAPI-9-40x-402ms.tif,BL,0.0136,0.0136,129.36,0.92,1.7546,0.0125
539,09-DAPI-9-40x-402ms.tif,BL,0.039,0.039,132.5292,2.0251,5.1625,0.0789
540,09-DAPI-9-40x-402ms.tif,BL,0.0092,0.0092,95.0706,1.3412,0.8768,0.0124
541,09-DAPI-9-40x-402ms.tif,BL,0.0245,0.0245,96.6858,0.8186,2.371,0.0201
542,09-DAPI-9-40x-402ms.tif,BL,0.0139,0.0139,80.9844,0.6875,1.1248,0.0095
543,09-DAPI-9-40x-402ms.tif,BL,0.0257,0.0257,122.3586,0.654,3.1466,0.0168
544,09-DAPI-9-40x-402ms.tif,BL,0.0275,0.0275,122.5217,0.6482,3.3635,0.0178
545,09-DAPI-9-40x-402ms.tif,BL,0.0347,0.0347,135.375,0.8469,4.7005,0.0294
546,09-DAPI-9-40x-402ms.tif,BL,0.0107,0.0107,125.2626,0.6667,1.3456,0.0072
547,09-DAPI-9-40x-402ms.tif,BL,0.0162,0.0162,133.4899,0.8523,2.1582,0.0138
548,09-DAPI-9-40x-402ms.tif,BL,0.0037,0.0037,126.1176,0.9118,0.4653,0.0034
549,09-DAPI-9-40x-402ms.tif,BL,0.0106,0.0106,106.6939,0.3571,1.1345,0.0038
550,09-DAPI-9-40x-402ms.tif,BL,0.0362,0.0362,122.1347,0.5958,4.4263,0.0216
551,09-DAPI-9-40x-402ms.tif,BL,0.0342,0.0342,120.4921,0.7333,4.1184,0.0251
552,09-DAPI-9-40x-402ms.tif,BL,0.0201,0.0201,108.027,0.6378,2.1685,0.0128
553,09-DAPI-9-40x-402ms.tif,BL,0.0285,0.0285,128.1977,0.8137,3.6584,0.0232
554,09-DAPI-9-40x-402ms.tif,BL,0.0409,0.0409,112.2573,0.6711,4.5921,0.0275
555,09-DAPI-9-40x-402ms.tif,BL,0.049,0.049,121.4358,0.6925,5.9558,0.034
556,10-DAPI-9-40x-402ms.tif,BL,0.0216,0.0216,116.8342,1.6784,2.5228,0.0362
557,10-DAPI-9-40x-402ms.tif,BL,0.023,0.023,115.3726,1.4434,2.654,0.0332
558,10-DAPI-9-40x-402ms.tif,BL,0.0283,0.0283,133.8697,3.9195,3.7912,0.111
559,10-DAPI-9-40x-402ms.tif,BL,0.0208,0.0208,131.224,2.1458,2.7338,0.0447
560,10-DAPI-9-40x-402ms.tif,BL,0.0062,0.0062,87.6842,1.4737,0.5423,0.0091
561,10-DAPI-9-40x-402ms.tif,BL,0.0197,0.0197,123.9505,2.1099,2.4478,0.0417
562,10-DAPI-9-40x-402ms.tif,BL,0.0235,0.0235,116.1659,2.0691,2.7352,0.0487
563,10-DAPI-9-40x-402ms.tif,BL,0.0701,0.0701,132.2322,2.8142,9.2689,0.1973
564,10-DAPI-9-40x-402ms.tif,BL,0.0464,0.0464,125.7617,2.6145,5.8405,0.1214
565,10-DAPI-9-40x-402ms.tif,BL,0.0535,0.0535,127.8256,2.643,6.8379,0.1414
566,10-DAPI-9-40x-402ms.tif,BL,0.0741,0.0741,122.937,2.5198,9.1109,0.1867
567,10-DAPI-9-40x-402ms.tif,BL,0.062,0.062,126.8301,2.3152,7.8581,0.1434
568,10-DAPI-9-40x-402ms.tif,BL,0.0541,0.0541,126.8697,2.5251,6.8694,0.1367
569,10-DAPI-9-40x-402ms.tif,BL,0.0137,0.0137,121.7143,2.5476,1.6641,0.0348
570,10-DAPI-9-40x-402ms.tif,BL,0.0211,0.0211,115.0052,2.0309,2.4209,0.0428
571,10-DAPI-9-40x-402ms.tif,BL,0.0119,0.0119,122.6727,2.4818,1.4642,0.0296
572,10-DAPI-9-40x-402ms.tif,BL,0.0216,0.0216,123.7487,1.7889,2.6721,0.0386
573,10-DAPI-9-40x-402ms.tif,BL,0.0577,0.0577,127.8327,2.1692,7.3792,0.1252
574,10-DAPI-9-40x-402ms.tif,BL,0.0245,0.0245,113.5841,1.5354,2.7854,0.0377
575,10-DAPI-9-40x-402ms.tif,BL,0.0876,0.0876,85.2169,1.8513,7.462,0.1621
576,10-DAPI-9-40x-402ms.tif,BL,0.059,0.059,120.9835,2.2279,7.1414,0.1315
577,10-DAPI-9-40x-402ms.tif,BL,0.041,0.041,132.3466,2.8836,5.4283,0.1183
578,10-DAPI-9-40x-402ms.tif,BL,0.0372,0.0372,125.5335,2.3149,4.6721,0.0862
579,10-DAPI-9-40x-402ms.tif,BL,0.0192,0.0192,113.9435,1.8362,2.1884,0.0353
580,10-DAPI-9-40x-402ms.tif,BL,0.0339,0.0339,122.6635,1.8333,4.1527,0.0621
581,10-DAPI-9-40x-402ms.tif,BL,0.0768,0.0768,124.7641,2.2486,9.5847,0.1727
582,10-DAPI-9-40x-402ms.tif,BL,0.0202,0.0202,124.8172,2.6828,2.5191,0.0541
583,10-DAPI-9-40x-402ms.tif,BL,0.0285,0.0285,124.7985,2.1445,3.5614,0.0612
584,10-DAPI-9-40x-402ms.tif,BL,0.0209,0.0209,129.0933,2.5751,2.7035,0.0539
585,10-DAPI-9-40x-402ms.tif,BL,0.0244,0.0244,141.6356,3.9378,3.4579,0.0961
586,10-DAPI-9-40x-402ms.tif,BL,0.0201,0.0201,122.4595,2.627,2.4582,0.0527
